,Race,Age,EaseofUse,Effectiveness,Satisfaction,Sex,UsefulCount,Review,Sideeffect
11750,3,5,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
11751,2,5,1.0,0.0,1.0,0,0.05714285714285714,0.0,5
11752,1,7,1.0,1.0,1.0,0,0.04285714285714286,0.0,5
11753,3,7,1.0,1.0,2.0,1,0.04285714285714286,0.0,4
11754,3,6,0.0,0.0,1.0,0,0.06428571428571428,0.0,5
11756,1,5,0.5,0.0,1.0,0,0.12142857142857143,0.0,5
11757,1,7,0.5,0.5,3.0,0,0.0,1.0,3
11758,2,8,0.5,0.5,3.0,1,0.0,0.0,3
11759,3,3,0.75,1.0,3.0,1,0.049999999999999996,0.0,3
11760,3,5,1.0,0.25,1.0,0,0.03571428571428571,0.0,5
11761,3,5,1.0,1.0,3.0,0,0.014285714285714285,1.0,3
11764,3,4,1.0,1.0,4.0,1,0.05714285714285714,1.0,2
11765,2,8,1.0,0.5,1.0,0,0.007142857142857143,0.0,5
11768,1,5,0.75,0.75,3.0,0,0.02142857142857143,1.0,3
11770,2,5,1.0,1.0,4.0,1,0.007142857142857143,1.0,2
11771,2,6,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
11772,2,6,0.5,0.0,1.0,0,0.014285714285714285,0.0,5
11773,0,5,0.75,0.75,2.0,1,0.05714285714285714,0.0,4
11774,1,6,0.0,0.0,1.0,1,0.007142857142857143,0.0,5
11775,0,5,0.5,0.0,1.0,1,0.02142857142857143,0.0,5
11776,1,5,1.0,1.0,1.0,0,0.03571428571428571,0.0,5
11777,0,7,0.75,0.75,4.0,1,0.014285714285714285,1.0,2
11780,3,8,0.75,0.75,4.0,1,0.03571428571428571,1.0,2
11781,3,4,1.0,1.0,5.0,0,0.02142857142857143,1.0,1
11782,1,7,0.5,0.0,1.0,0,0.06428571428571428,0.0,5
11783,3,5,1.0,0.25,1.0,1,0.06428571428571428,0.0,5
11784,1,6,0.0,0.25,1.0,0,0.15714285714285714,0.0,5
11786,3,5,1.0,0.5,3.0,0,0.04285714285714286,1.0,3
11787,3,6,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
11788,0,5,1.0,1.0,3.0,0,0.07142857142857142,0.0,3
11789,2,5,0.75,0.75,4.0,1,0.06428571428571428,1.0,2
11790,3,5,0.75,0.5,3.0,1,0.049999999999999996,1.0,3
11793,2,5,0.75,0.0,1.0,0,0.02857142857142857,0.0,5
11794,0,7,0.25,0.0,1.0,0,0.08571428571428572,0.0,5
11795,3,4,1.0,0.75,5.0,1,0.07142857142857142,1.0,1
11796,2,8,0.75,0.75,4.0,0,0.04285714285714286,1.0,2
11797,0,7,0.75,0.75,2.0,0,0.04285714285714286,0.0,4
11798,3,5,0.75,0.75,1.0,0,0.049999999999999996,0.0,5
11799,3,4,0.75,0.75,4.0,1,0.02142857142857143,1.0,2
11801,3,6,0.75,0.75,3.0,1,0.007142857142857143,1.0,3
11802,3,5,1.0,0.75,4.0,1,0.05714285714285714,1.0,2
11803,0,4,0.5,0.75,4.0,1,0.007142857142857143,1.0,2
11804,2,5,1.0,1.0,5.0,1,0.0,1.0,1
11805,3,3,0.75,0.75,3.0,0,0.04285714285714286,0.0,3
11806,0,4,0.75,0.5,2.0,0,0.07142857142857142,0.0,4
11807,1,6,0.75,0.75,4.0,1,0.03571428571428571,1.0,2
11808,1,6,0.75,0.75,4.0,1,0.007142857142857143,1.0,2
11811,1,4,0.5,0.5,3.0,1,0.0,0.0,3
11812,0,4,1.0,0.5,1.0,0,0.05714285714285714,0.0,5
11813,1,4,1.0,1.0,4.0,0,0.04285714285714286,1.0,2
11814,1,8,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
11815,0,6,0.75,0.75,1.0,1,0.07142857142857142,0.0,5
11817,2,4,0.75,0.75,2.0,1,0.06428571428571428,0.0,4
11818,0,7,0.75,0.75,1.0,0,0.02142857142857143,0.0,5
11820,0,5,0.75,0.5,1.0,1,0.014285714285714285,0.0,5
11821,2,8,1.0,1.0,5.0,1,0.06428571428571428,1.0,1
11822,1,8,1.0,1.0,5.0,0,0.02857142857142857,1.0,1
11826,1,7,0.0,0.0,1.0,0,0.09999999999999999,0.0,5
11827,3,7,0.75,0.25,1.0,0,0.11428571428571428,0.0,5
11829,0,6,1.0,0.5,4.0,1,0.014285714285714285,1.0,2
11830,2,7,0.75,0.75,1.0,0,0.03571428571428571,0.0,5
11831,3,5,1.0,0.0,1.0,0,0.0,0.0,5
11832,2,5,1.0,1.0,5.0,0,0.07142857142857142,1.0,1
11833,2,5,0.0,0.0,1.0,0,0.014285714285714285,0.0,5
11834,2,5,0.5,0.5,1.0,0,0.049999999999999996,0.0,5
11835,3,5,1.0,0.75,1.0,0,0.11428571428571428,0.0,5
11836,3,7,0.75,0.25,1.0,1,0.049999999999999996,0.0,5
11837,2,4,0.0,0.0,1.0,0,0.014285714285714285,0.0,5
11838,1,5,0.75,0.5,3.0,0,0.02857142857142857,0.0,3
11839,0,5,1.0,1.0,1.0,0,0.05714285714285714,0.0,5
11840,2,6,0.75,0.75,1.0,0,0.09285714285714286,0.0,5
11842,1,7,0.5,0.5,3.0,1,0.014285714285714285,0.0,3
11844,2,7,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
11845,1,6,1.0,0.75,4.0,1,0.03571428571428571,1.0,2
11846,1,6,0.25,0.5,1.0,0,0.02857142857142857,0.0,5
11847,1,4,0.75,0.75,2.0,0,0.04285714285714286,0.0,4
11848,2,7,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
11849,3,6,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
11851,2,4,1.0,1.0,1.0,1,0.014285714285714285,0.0,5
11852,0,5,1.0,0.5,3.0,1,0.02857142857142857,1.0,3
11853,3,6,0.75,0.0,1.0,0,0.02142857142857143,0.0,5
11854,3,5,1.0,0.75,1.0,0,0.07857142857142857,0.0,5
11855,1,6,0.0,0.5,1.0,0,0.03571428571428571,0.0,5
11857,1,6,0.0,0.25,1.0,1,0.02142857142857143,0.0,5
11858,1,7,0.75,0.25,1.0,1,0.04285714285714286,0.0,5
11859,1,6,1.0,0.25,1.0,0,0.09285714285714286,0.0,5
11860,2,4,1.0,0.0,1.0,0,0.10714285714285714,0.0,5
11861,1,3,1.0,0.75,4.0,0,0.014285714285714285,1.0,2
11862,1,2,1.0,0.5,3.0,1,0.06428571428571428,0.0,3
11863,3,5,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
11864,3,7,1.0,0.25,2.0,0,0.02142857142857143,0.0,4
11865,3,3,1.0,0.75,3.0,1,0.02142857142857143,1.0,3
11867,0,6,1.0,0.75,5.0,0,0.03571428571428571,1.0,1
11869,3,7,1.0,0.5,4.0,1,0.02857142857142857,1.0,2
11870,3,5,1.0,0.5,2.0,0,0.04285714285714286,0.0,4
11872,3,5,0.0,0.0,1.0,1,0.049999999999999996,0.0,5
11873,2,5,1.0,0.5,2.0,0,0.04285714285714286,0.0,4
11874,2,7,1.0,0.75,5.0,0,0.04285714285714286,1.0,1
11875,2,5,0.25,0.5,1.0,1,0.05714285714285714,0.0,5
11876,1,7,0.75,0.5,1.0,0,0.10714285714285714,0.0,5
11877,3,5,1.0,0.5,1.0,1,0.10714285714285714,0.0,5
11879,3,6,0.5,0.75,1.0,1,0.05714285714285714,0.0,5
11880,1,6,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
11881,3,8,0.75,0.75,1.0,0,0.02857142857142857,0.0,5
11883,1,4,0.75,0.5,1.0,0,0.014285714285714285,0.0,5
11884,1,5,0.75,0.75,4.0,0,0.02142857142857143,1.0,2
11885,1,5,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
11887,3,5,1.0,0.5,3.0,1,0.014285714285714285,0.0,3
11888,2,7,0.0,0.0,1.0,0,0.06428571428571428,0.0,5
11889,3,5,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
11890,0,4,0.75,0.5,3.0,0,0.02142857142857143,1.0,3
11891,1,3,0.5,0.5,2.0,0,0.07857142857142857,0.0,4
11892,2,3,0.5,0.5,1.0,0,0.03571428571428571,0.0,5
11893,0,4,0.5,0.0,1.0,0,0.03571428571428571,0.0,5
11894,2,7,0.25,0.25,1.0,1,0.08571428571428572,0.0,5
11898,3,5,1.0,1.0,4.0,0,0.09285714285714286,1.0,2
11899,0,6,1.0,0.75,5.0,0,0.007142857142857143,1.0,1
11900,0,6,0.5,0.5,3.0,1,0.03571428571428571,1.0,3
11901,3,6,0.5,0.25,2.0,0,0.07857142857142857,0.0,4
11902,3,5,0.75,0.75,2.0,1,0.07142857142857142,0.0,4
11903,3,4,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
11904,2,4,0.25,0.5,1.0,0,0.09999999999999999,0.0,5
11906,1,7,0.5,0.5,3.0,0,0.03571428571428571,1.0,3
11907,1,5,1.0,1.0,4.0,0,0.07857142857142857,1.0,2
11908,1,5,0.75,0.5,4.0,1,0.02857142857142857,1.0,2
11909,3,7,0.5,0.25,1.0,0,0.10714285714285714,0.0,5
11910,3,3,1.0,1.0,4.0,0,0.07857142857142857,1.0,2
11911,0,4,1.0,1.0,5.0,0,0.02857142857142857,1.0,1
11912,3,6,0.0,0.25,1.0,0,0.049999999999999996,0.0,5
11913,3,5,0.75,0.75,1.0,0,0.09285714285714286,0.0,5
11914,1,6,0.5,0.0,1.0,0,0.12857142857142856,0.0,5
11915,2,3,0.75,0.75,4.0,0,0.09285714285714286,1.0,2
11916,0,4,1.0,0.25,1.0,0,0.1357142857142857,0.0,5
11917,1,5,1.0,0.5,1.0,0,0.10714285714285714,0.0,5
11918,1,7,0.75,0.5,3.0,0,0.04285714285714286,1.0,3
11919,1,7,1.0,1.0,5.0,1,0.049999999999999996,1.0,1
11920,3,5,0.0,0.25,1.0,0,0.1357142857142857,0.0,5
11921,1,3,0.75,0.75,1.0,0,0.19285714285714284,0.0,5
11922,2,6,1.0,1.0,1.0,1,0.14285714285714285,0.0,5
11923,3,6,0.5,0.5,2.0,1,0.02142857142857143,0.0,4
11924,2,6,0.5,0.0,1.0,1,0.049999999999999996,0.0,5
11925,3,7,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
11926,2,6,1.0,0.0,1.0,1,0.06428571428571428,0.0,5
11927,3,6,1.0,0.75,4.0,0,0.14285714285714285,1.0,2
11928,2,5,0.75,0.5,3.0,1,0.014285714285714285,0.0,3
11929,2,3,1.0,1.0,1.0,1,0.05714285714285714,0.0,5
11931,1,5,1.0,0.0,1.0,0,0.014285714285714285,0.0,5
11933,3,5,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
11934,1,7,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
11935,3,6,1.0,0.0,1.0,0,0.20714285714285713,0.0,5
11937,0,6,1.0,0.75,3.0,0,0.02142857142857143,0.0,3
11938,2,6,0.75,0.5,1.0,0,0.12142857142857143,0.0,5
11939,3,5,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
11940,0,6,0.75,0.75,2.0,0,0.03571428571428571,0.0,4
11941,3,6,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
11942,0,4,0.75,0.0,1.0,1,0.09999999999999999,0.0,5
11943,3,5,1.0,1.0,1.0,1,0.10714285714285714,0.0,5
11944,3,6,0.5,0.5,2.0,1,0.09285714285714286,0.0,4
11946,1,6,0.75,0.5,2.0,0,0.10714285714285714,0.0,4
11947,1,6,0.5,0.5,3.0,0,0.07857142857142857,0.0,3
11948,3,5,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
11949,0,7,0.25,0.25,1.0,1,0.07857142857142857,0.0,5
11950,3,5,1.0,0.75,4.0,0,0.07857142857142857,1.0,2
11951,3,1,1.0,1.0,5.0,0,0.06428571428571428,1.0,1
11952,1,4,0.5,0.5,3.0,0,0.03571428571428571,1.0,3
11953,0,3,0.5,0.0,1.0,0,0.049999999999999996,0.0,5
11954,1,6,1.0,0.5,2.0,1,0.07857142857142857,0.0,4
11955,0,4,1.0,1.0,5.0,0,0.07142857142857142,1.0,1
11956,1,4,1.0,0.75,5.0,0,0.06428571428571428,1.0,1
11958,0,4,1.0,0.25,1.0,0,0.10714285714285714,0.0,5
11960,1,7,1.0,0.5,4.0,0,0.014285714285714285,1.0,2
11961,1,6,1.0,0.5,2.0,0,0.08571428571428572,0.0,4
11962,2,7,1.0,0.5,1.0,0,0.09999999999999999,0.0,5
11963,1,2,0.75,0.75,2.0,1,0.06428571428571428,0.0,4
11967,0,7,0.25,0.25,1.0,0,0.049999999999999996,0.0,5
11968,1,6,1.0,0.25,1.0,0,0.09999999999999999,0.0,5
11969,0,5,1.0,0.75,4.0,0,0.2357142857142857,1.0,2
11971,2,8,1.0,0.25,1.0,0,0.02857142857142857,0.0,5
11972,1,6,1.0,0.75,5.0,0,0.02142857142857143,1.0,1
11973,2,6,0.5,1.0,1.0,0,0.02857142857142857,0.0,5
11974,1,6,0.75,0.75,2.0,0,0.11428571428571428,0.0,4
11975,0,4,0.75,0.75,1.0,1,0.07142857142857142,0.0,5
11977,3,6,1.0,1.0,5.0,1,0.049999999999999996,1.0,1
11978,3,5,1.0,0.75,1.0,0,0.12857142857142856,0.0,5
11979,3,5,0.5,0.5,3.0,0,0.04285714285714286,0.0,3
11980,3,4,1.0,1.0,3.0,0,0.07857142857142857,1.0,3
11981,1,5,1.0,0.75,4.0,0,0.15,1.0,2
11982,3,6,1.0,0.75,4.0,1,0.14285714285714285,1.0,2
11983,3,3,0.75,0.75,3.0,0,0.10714285714285714,1.0,3
11984,3,4,0.75,0.0,1.0,0,0.15,0.0,5
11985,2,6,0.75,0.5,3.0,0,0.02857142857142857,0.0,3
11986,1,5,0.75,0.5,3.0,0,0.049999999999999996,0.0,3
11987,3,8,1.0,0.0,1.0,1,0.049999999999999996,0.0,5
11988,0,5,1.0,0.75,3.0,1,0.2357142857142857,0.0,3
11989,3,5,1.0,0.75,1.0,0,0.15714285714285714,0.0,5
11990,0,6,0.0,0.0,1.0,0,0.09285714285714286,0.0,5
11991,3,4,0.0,1.0,1.0,0,0.09285714285714286,0.0,5
11993,3,6,1.0,0.5,4.0,1,0.04285714285714286,1.0,2
11994,2,6,0.75,0.75,4.0,1,0.02857142857142857,1.0,2
11995,0,7,1.0,1.0,5.0,0,0.03571428571428571,1.0,1
11996,0,5,0.75,0.5,1.0,1,0.12857142857142856,0.0,5
11997,1,6,1.0,0.75,3.0,0,0.15,0.0,3
11998,1,6,1.0,0.75,3.0,0,0.16428571428571428,1.0,3
12000,3,6,1.0,1.0,5.0,0,0.07857142857142857,1.0,1
12001,2,7,1.0,1.0,5.0,1,0.049999999999999996,1.0,1
12002,1,6,0.75,0.75,4.0,1,0.07857142857142857,1.0,2
12004,0,5,0.75,0.5,3.0,1,0.02142857142857143,1.0,3
12007,3,5,1.0,0.75,1.0,1,0.11428571428571428,0.0,5
12008,3,4,1.0,0.5,3.0,1,0.07857142857142857,0.0,3
12009,2,2,0.25,0.25,1.0,0,0.1357142857142857,0.0,5
12011,2,3,0.25,0.0,1.0,0,0.12857142857142856,0.0,5
12012,1,5,1.0,0.0,1.0,1,0.08571428571428572,0.0,5
12014,3,5,1.0,1.0,4.0,0,0.02142857142857143,1.0,2
12015,2,3,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
12020,3,7,0.0,0.0,1.0,0,0.17142857142857143,0.0,5
12023,2,6,0.0,0.0,1.0,0,0.14285714285714285,0.0,5
12024,0,4,0.75,0.5,1.0,0,0.07857142857142857,0.0,5
12025,2,6,0.75,0.75,1.0,0,0.11428571428571428,0.0,5
12026,3,7,1.0,0.75,4.0,1,0.1357142857142857,1.0,2
12027,3,6,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
12028,0,7,1.0,1.0,5.0,1,0.11428571428571428,1.0,1
12029,3,5,0.25,0.25,1.0,0,0.10714285714285714,0.0,5
12030,1,4,0.5,1.0,3.0,1,0.07857142857142857,0.0,3
12032,1,6,1.0,1.0,5.0,0,0.06428571428571428,1.0,1
12033,1,4,1.0,0.5,3.0,0,0.09999999999999999,0.0,3
12034,2,3,1.0,0.75,5.0,0,0.03571428571428571,1.0,1
12035,3,6,1.0,0.0,1.0,0,0.07142857142857142,0.0,5
12038,3,5,0.25,0.25,2.0,1,0.04285714285714286,0.0,4
12039,2,5,1.0,1.0,5.0,1,0.04285714285714286,1.0,1
12040,3,4,0.0,0.0,1.0,1,0.09999999999999999,0.0,5
12041,0,7,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
12042,2,3,0.5,0.5,3.0,1,0.007142857142857143,1.0,3
12043,0,5,1.0,1.0,5.0,1,0.02142857142857143,1.0,1
12044,1,4,0.75,0.75,4.0,1,0.014285714285714285,1.0,2
12045,2,8,0.5,0.0,1.0,1,0.02142857142857143,0.0,5
12046,1,7,0.75,0.75,1.0,0,0.049999999999999996,0.0,5
12047,1,8,0.75,0.5,3.0,1,0.03571428571428571,0.0,3
12049,3,5,0.75,0.75,3.0,0,0.02142857142857143,1.0,3
12051,3,7,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
12053,0,5,1.0,0.75,5.0,1,0.02142857142857143,1.0,1
12054,1,5,0.75,0.25,1.0,0,0.0,0.0,5
12055,0,7,0.0,0.0,1.0,0,0.05714285714285714,0.0,5
12056,1,6,0.75,0.5,3.0,1,0.06428571428571428,0.0,3
12057,1,4,1.0,0.75,5.0,1,0.02142857142857143,1.0,1
12058,3,8,1.0,0.0,1.0,0,0.049999999999999996,0.0,5
12059,3,5,0.0,0.0,1.0,0,0.11428571428571428,0.0,5
12061,0,4,0.5,0.25,1.0,0,0.02857142857142857,0.0,5
12062,2,5,0.75,0.75,4.0,1,0.03571428571428571,1.0,2
12063,0,5,1.0,1.0,5.0,0,0.08571428571428572,1.0,1
12064,3,8,0.75,0.75,4.0,0,0.02142857142857143,1.0,2
12068,2,5,1.0,1.0,3.0,0,0.02142857142857143,0.0,3
12069,3,8,0.0,0.0,1.0,0,0.02142857142857143,0.0,5
12070,1,5,1.0,0.5,3.0,0,0.02142857142857143,1.0,3
12071,3,6,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
12073,0,7,1.0,1.0,5.0,0,0.02857142857142857,1.0,1
12074,3,5,0.75,0.75,3.0,1,0.04285714285714286,1.0,3
12075,1,7,1.0,0.0,1.0,0,0.08571428571428572,0.0,5
12076,3,7,0.25,0.25,2.0,1,0.007142857142857143,0.0,4
12077,0,7,1.0,0.0,2.0,1,0.02857142857142857,0.0,4
12078,1,5,1.0,0.75,1.0,0,0.049999999999999996,0.0,5
12079,1,5,0.5,0.5,1.0,0,0.049999999999999996,0.0,5
12080,0,5,0.0,0.5,1.0,0,0.06428571428571428,0.0,5
12082,1,8,0.75,0.25,2.0,0,0.0,0.0,4
12084,1,5,0.0,0.5,1.0,0,0.07857142857142857,0.0,5
12086,1,4,0.0,0.0,1.0,0,0.07142857142857142,0.0,5
12087,1,4,0.75,0.75,2.0,1,0.07857142857142857,0.0,4
12088,3,8,1.0,0.75,3.0,1,0.02857142857142857,1.0,3
12089,0,6,0.5,0.5,1.0,0,0.06428571428571428,0.0,5
12090,0,5,0.75,0.75,4.0,0,0.02857142857142857,1.0,2
12092,3,8,0.75,0.5,2.0,0,0.007142857142857143,0.0,4
12095,3,5,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
12096,0,6,0.5,0.0,1.0,1,0.04285714285714286,0.0,5
12097,2,6,0.5,0.5,1.0,0,0.03571428571428571,0.0,5
12098,3,5,0.75,0.25,1.0,0,0.014285714285714285,0.0,5
12099,3,5,1.0,0.0,1.0,0,0.02142857142857143,0.0,5
12103,1,8,0.75,0.5,1.0,0,0.07857142857142857,0.0,5
12104,1,8,0.5,0.5,3.0,1,0.02142857142857143,0.0,3
12105,3,8,0.5,0.5,3.0,1,0.007142857142857143,0.0,3
12107,2,4,0.0,0.0,1.0,1,0.08571428571428572,0.0,5
12108,1,7,0.25,0.5,4.0,0,0.0,1.0,2
12112,3,6,0.75,0.75,1.0,0,0.03571428571428571,0.0,5
12113,0,5,0.5,0.5,1.0,1,0.007142857142857143,0.0,5
12114,0,7,0.0,0.0,1.0,0,0.014285714285714285,0.0,5
12115,3,7,0.0,0.0,1.0,0,0.03571428571428571,0.0,5
12118,1,8,0.5,0.0,2.0,0,0.02142857142857143,0.0,4
12120,0,4,1.0,0.75,5.0,0,0.03571428571428571,1.0,1
12123,1,5,0.5,0.5,1.0,1,0.03571428571428571,0.0,5
12125,3,6,0.5,0.75,2.0,0,0.07142857142857142,0.0,4
12126,1,7,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
12127,2,7,0.0,0.0,1.0,0,0.04285714285714286,0.0,5
12128,0,5,1.0,1.0,3.0,0,0.04285714285714286,0.0,3
12130,1,5,1.0,0.5,1.0,0,0.04285714285714286,0.0,5
12131,0,8,0.75,0.75,2.0,0,0.04285714285714286,0.0,4
12132,2,4,1.0,1.0,5.0,1,0.02857142857142857,1.0,1
12133,2,5,1.0,1.0,5.0,1,0.04285714285714286,1.0,1
12134,0,7,0.0,0.0,1.0,0,0.02857142857142857,0.0,5
12135,1,5,1.0,1.0,2.0,0,0.0,0.0,4
12136,1,7,0.75,0.75,4.0,0,0.007142857142857143,1.0,2
12137,2,8,0.5,0.0,3.0,0,0.02142857142857143,0.0,3
12139,2,6,1.0,0.5,3.0,1,0.03571428571428571,1.0,3
12140,3,7,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
12141,0,5,0.25,0.0,1.0,0,0.0,0.0,5
12142,0,7,0.75,0.0,1.0,0,0.07142857142857142,0.0,5
12143,1,5,1.0,1.0,5.0,0,0.0,1.0,1
12144,1,7,0.0,0.0,1.0,1,0.08571428571428572,0.0,5
12147,2,8,1.0,0.75,5.0,0,0.007142857142857143,1.0,1
12148,2,6,0.75,0.5,3.0,1,0.049999999999999996,1.0,3
12149,3,7,0.75,0.75,4.0,0,0.03571428571428571,1.0,2
12150,1,6,0.75,0.5,4.0,1,0.04285714285714286,1.0,2
12151,1,6,0.75,1.0,1.0,0,0.04285714285714286,0.0,5
12152,2,7,0.25,0.25,2.0,0,0.02857142857142857,0.0,4
12153,0,5,0.25,0.5,2.0,0,0.049999999999999996,0.0,4
12154,2,7,1.0,0.0,1.0,0,0.007142857142857143,0.0,5
12155,2,4,1.0,1.0,5.0,1,0.03571428571428571,1.0,1
12156,3,7,0.0,0.0,1.0,1,0.007142857142857143,0.0,5
12158,1,6,0.25,0.25,1.0,0,0.03571428571428571,0.0,5
12159,2,5,1.0,1.0,5.0,1,0.014285714285714285,1.0,1
12160,2,6,1.0,1.0,5.0,0,0.049999999999999996,1.0,1
12161,3,6,0.75,0.25,1.0,0,0.07857142857142857,0.0,5
12162,1,7,1.0,1.0,2.0,1,0.02857142857142857,0.0,4
12163,0,7,0.5,0.25,1.0,1,0.06428571428571428,0.0,5
12165,1,7,1.0,0.25,1.0,0,0.07142857142857142,0.0,5
12167,2,6,0.0,0.0,3.0,1,0.03571428571428571,1.0,3
12169,0,7,0.75,0.75,4.0,1,0.007142857142857143,1.0,2
12170,2,7,0.75,0.75,4.0,0,0.0,1.0,2
12172,2,5,1.0,1.0,4.0,1,0.02857142857142857,1.0,2
12173,0,7,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
12175,1,8,1.0,1.0,5.0,0,0.04285714285714286,1.0,1
12177,2,8,1.0,0.75,4.0,1,0.02142857142857143,1.0,2
12178,3,6,1.0,1.0,5.0,1,0.06428571428571428,1.0,1
12179,3,5,1.0,0.5,2.0,0,0.007142857142857143,0.0,4
12180,1,5,0.5,0.25,1.0,0,0.15,0.0,5
12181,3,7,0.25,0.25,1.0,1,0.05714285714285714,0.0,5
12182,0,4,0.25,0.0,1.0,0,0.02857142857142857,0.0,5
12183,0,3,0.25,0.0,1.0,0,0.07142857142857142,0.0,5
12184,2,6,0.5,0.25,1.0,0,0.07857142857142857,0.0,5
12186,3,7,0.25,0.5,1.0,0,0.09999999999999999,0.0,5
12187,0,6,0.75,0.5,2.0,0,0.09285714285714286,0.0,4
12188,3,5,1.0,1.0,4.0,0,0.07857142857142857,1.0,2
12190,0,8,1.0,0.5,1.0,0,0.07142857142857142,0.0,5
12191,1,5,0.75,0.25,1.0,0,0.05714285714285714,0.0,5
12193,0,8,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
12195,1,5,0.0,0.0,1.0,0,0.07857142857142857,0.0,5
12196,3,7,1.0,0.75,3.0,0,0.05714285714285714,0.0,3
12197,0,6,0.0,0.0,1.0,0,0.0,0.0,5
12199,0,6,0.75,0.5,3.0,0,0.007142857142857143,1.0,3
12200,1,7,1.0,1.0,5.0,0,0.0,1.0,1
12202,0,7,1.0,1.0,5.0,1,0.007142857142857143,1.0,1
12204,3,5,1.0,0.25,2.0,0,0.08571428571428572,0.0,4
12205,3,4,0.75,0.75,4.0,0,0.04285714285714286,1.0,2
12206,1,5,1.0,0.5,1.0,0,0.049999999999999996,0.0,5
12207,3,6,1.0,1.0,5.0,0,0.014285714285714285,1.0,1
12208,3,8,0.75,0.5,1.0,0,0.03571428571428571,0.0,5
12209,0,6,0.75,0.75,1.0,0,0.09285714285714286,0.0,5
12213,3,6,0.75,0.25,1.0,1,0.014285714285714285,0.0,5
12214,2,6,1.0,1.0,5.0,1,0.0,1.0,1
12215,2,6,1.0,0.5,3.0,0,0.02857142857142857,1.0,3
12216,3,8,0.0,0.25,1.0,0,0.03571428571428571,0.0,5
12217,3,5,0.75,0.0,1.0,0,0.07142857142857142,0.0,5
12219,3,5,0.25,0.25,2.0,1,0.03571428571428571,0.0,4
12220,0,6,0.5,0.0,1.0,0,0.14285714285714285,0.0,5
12221,2,5,1.0,0.5,2.0,0,0.07857142857142857,0.0,4
12222,2,4,0.75,0.75,3.0,1,0.07857142857142857,1.0,3
12223,0,6,1.0,0.75,3.0,1,0.049999999999999996,1.0,3
12224,3,6,1.0,0.5,1.0,0,0.10714285714285714,0.0,5
12225,2,8,1.0,0.75,4.0,0,0.03571428571428571,1.0,2
12228,3,6,0.0,0.0,1.0,0,0.09285714285714286,0.0,5
12229,2,6,0.0,1.0,1.0,0,0.06428571428571428,0.0,5
12230,0,4,0.75,0.75,2.0,0,0.07857142857142857,0.0,4
12231,0,6,0.5,0.0,1.0,0,0.05714285714285714,0.0,5
12232,3,4,0.75,0.5,3.0,0,0.06428571428571428,0.0,3
12234,2,4,0.5,0.75,3.0,0,0.09999999999999999,0.0,3
12235,0,4,0.25,0.25,2.0,0,0.08571428571428572,0.0,4
12236,3,6,0.5,0.5,1.0,0,0.11428571428571428,0.0,5
12237,0,5,1.0,1.0,5.0,0,0.08571428571428572,1.0,1
12239,1,3,0.75,0.5,2.0,0,0.08571428571428572,0.0,4
12240,1,8,0.75,0.75,3.0,0,0.03571428571428571,0.0,3
12241,3,7,0.0,0.0,1.0,0,0.09285714285714286,0.0,5
12244,3,6,0.75,0.75,5.0,1,0.014285714285714285,1.0,1
12246,3,7,0.5,0.25,3.0,0,0.007142857142857143,1.0,3
12247,2,6,1.0,1.0,5.0,1,0.06428571428571428,1.0,1
12248,0,7,1.0,1.0,5.0,1,0.06428571428571428,1.0,1
12249,1,6,0.5,0.5,1.0,0,0.07857142857142857,0.0,5
12250,3,4,1.0,0.5,3.0,0,0.07142857142857142,0.0,3
12251,3,7,0.5,0.5,1.0,0,0.05714285714285714,0.0,5
12252,0,5,0.0,0.0,1.0,0,0.049999999999999996,0.0,5
12253,3,5,1.0,1.0,1.0,0,0.05714285714285714,0.0,5
12254,2,4,0.5,0.5,1.0,0,0.049999999999999996,0.0,5
12256,2,3,1.0,0.75,2.0,1,0.07857142857142857,0.0,4
12257,0,8,0.75,0.75,4.0,1,0.0,1.0,2
